0,1,2,3,4,5,6,7,8
-1.94546739908991,-0.980395495473876,0.878200674286291,2.83425945384418,-9.20725762647812,3.99770163146263,66.8465072670507,-74.5961331648105,1
-1.93505055610908,-0.980395495473876,0.848194771043515,2.81383420197325,-9.13327910267794,3.79296341792034,67.0951651216224,-70.2647825397013,1
-1.92459504286939,-0.980395495473876,0.818295708622575,2.79333312580713,-9.05769712785069,3.59114952372864,67.2209273152288,-66.0354849489923,1
-1.91002414919183,-0.980395495473876,0.776992773758678,2.76476264875411,-8.95021888266446,3.31600570300581,67.2005000760446,-60.3383492116052,1
-1.87454040808114,-0.980395495473876,0.678186005902392,2.69518644885914,-8.67863414359324,2.67527997035419,66.2870272704829,-47.4159476842478,1
-1.86484667757928,-0.980395495473876,0.651631125753725,2.67617906942242,-8.60215796514285,2.5073676639787,65.8453823773253,-44.1179409399458,1
-1.79916122480675,-0.980395495473876,0.476644560495907,2.54738362538972,-8.06113452266009,1.44799760160283,61.086031513368,-24.3254024054931,1
-1.7522218190039,-0.980395495473876,0.356884156443975,2.45534526137106,-7.65357587042048,0.772152149292364,56.2287828436219,-12.7998456117086,1
-1.73876834029732,-0.980395495473876,0.323371673377518,2.42896580152629,-7.5340739661386,0.590521976158763,54.6747859826236,-9.87846798949479,1
-1.73749895127024,-0.980395495473876,0.320228326849485,2.42647679495798,-7.52274240642299,0.573657712903114,54.5250711905513,-9.61135390272963,1
-1.67917502434938,-0.980395495473876,0.179278410503892,2.31211576449486,-6.99291358430222,-0.151370617154617,47.1987523094314,1.13664779445559,1
-1.62303623791212,-0.980395495473876,0.050035064118344,2.20203933780594,-6.46950997551563,-0.760037136557403,39.6538666364378,8.85374017796704,1
-1.58639302276233,-0.980395495473876,-0.0309255276388043,2.13018965166086,-6.12314458654562,-1.11214997337054,34.6696290417125,12.6393146822675,1
-1.57343852212849,-0.980395495473876,-0.0589050667560747,2.10478858352581,-6.00010369657953,-1.2283609195139,32.9189352989898,13.7601902923445,1
-1.46943482712409,-0.980395495473876,-0.271371443504349,1.90085907533591,-5.00905759106135,-2.01207323781837,19.5727844091003,19.1767859558571,1
-1.45814933674068,-0.980395495473876,-0.293125176048871,1.87873058746368,-4.90185558817861,-2.08180196387126,18.236139453839,19.4289896846932,1
-1.4535767723287,-0.980395495473876,-0.301866666820648,1.86976474435915,-4.85847348703972,-2.10923479771079,17.7023164200651,19.514927189765,1
-1.44769913171747,-0.980395495473876,-0.313041683287427,1.85823991960061,-4.80275963503934,-2.14380860024122,17.0228856657775,19.6119993255035,1
-1.3468037949281,-0.980395495473876,-0.494098660440837,1.66040525219538,-3.85961591019668,-2.62120351727121,6.67912330036031,19.2532821027731,1
-1.34659521886363,-0.980395495473876,-0.494451862942716,1.65999627812724,-3.85770021749239,-2.62197199986985,6.66051858107568,19.2491684128399,1
-1.32868878590888,-0.980395495473876,-0.524450223654338,1.62488550570956,-3.69389365548279,-2.68473862923801,5.10834004478434,18.8538824828699,1
-1.32748550305062,-0.980395495473876,-0.526443069786531,1.62252611952152,-3.68293420585392,-2.68873075781335,5.00724577358665,18.8244414610908,1
-1.31686152192036,-0.980395495473876,-0.543912581551425,1.60169471303331,-3.58644657930926,-2.7227593079203,4.13231929545212,18.5496661168726,1
-1.26750413962916,-0.980395495473876,-0.622112723197566,1.50491520249997,-3.14524966598039,-2.85284928509122,0.486342278275098,16.9654510265772,1
-1.25411312101409,-0.980395495473876,-0.642488728259857,1.47865821383992,-3.02775146842937,-2.88043796615588,-0.383757043310053,16.4621050680225,1
-1.20403389142124,-0.980395495473876,-0.715511607275732,1.38046331162065,-2.5977559860056,-2.95587054123963,-3.19286838516154,14.3768652892518,1
-1.17479073253419,-0.980395495473876,-0.755832794831431,1.32312358912808,-2.35416355089868,-2.98051589603002,-4.51617971464195,13.0528482751421,1
-1.11347824750521,-0.980395495473876,-0.834819767383403,1.20290262085063,-1.86352891874044,-2.98880926772069,-6.57371905533639,10.1590695105201,1
-1.07325621929955,-0.980395495473876,-0.882552634579848,1.12403563030733,-1.55781316469613,-2.96443670925259,-7.43435936636332,8.25568156769046,1
-0.989902206825572,-0.980395495473876,-0.971171155292901,0.960595833589003,-0.969473149461174,-2.84620142642624,-8.15088657909014,4.53823622628278,1
-0.960653716098921,-0.980395495473876,-0.998973481389721,0.903245656473368,-0.778558415517028,-2.78503241146856,-8.11090604265694,3.35622534739919,1
-0.957687063254629,-0.980395495473876,-1.00169787967482,0.897428670303011,-0.759666639391432,-2.77830028787771,-8.09954614987174,3.24076859035074,1
-0.936632807098013,-0.980395495473876,-1.02052711931118,0.856145674510012,-0.628142621830651,-2.72783525331073,-7.98315482294253,2.44654368039948,1
-0.936397085129234,-0.980395495473876,-1.02073291163617,0.855683472997262,-0.626695614192628,-2.72724406113677,-7.98150986128676,2.43790828842074,1
